datadate,apq,rectq,xadq,obq,capxq,dmq,cheq,oancfq,cogsq,drcq,drltq,dpq,ebitq,ebitdaq,empq,gdwliaq,dvtq,txpq,xintq,intanq,nopiq,scstkcq,niq,ibq,piq,acoq,lcoq,aoq,loq,ppegtq,ppentq,pstkqq,xrdq,revtq,fatlq,xsgaq,spiq,txfedq,txdiq,txtq,atq,lctq,actq,dlcq,ceqq,invtq,ltq,pstkq,dcvtq,dcpstkq,txfoq,dlttq,drq,dcq,count
2008-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2009-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2009-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2009-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2009-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2010-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2010-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2010-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2018-12-31,,,,,,,,,,,,,195881216.16,204583084.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
2019-12-31,,,,,,,,,,,,,257910514.83,265247959.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
2020-03-31,,,,,,,,,,,,,257910514.83,265247959.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
2020-12-31,,,,,,,,,,,,,213466393.14,221110722.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2021-12-31,,,,,,,,,,,,,181927704.39,189593380.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
2022-06-30,,,,,,,,,,,,,4841777.15,7282155.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
2022-09-30,,,,,,,,,,,,,4841777.15,7282155.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
2022-12-31,,,,,,,,,,,,,4841777.15,7282155.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2023-03-31,,,,,,,,,,,,,4841777.15,7282155.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2023-06-30,,,,,,,,,,,,,156151156.8,159644944.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
